id	color	no	cname	ename	jname	kana	kname	s_cname	s_ename	area	p_id	p_dis	n_id	n_dis												
bkbts-S11		S11	達拉普祿	Talat Phlu	タラートプルー	たらーとぷるー	탈랏플루			Thon Buri	bkbts-S10	0.80	bkbts-S12	1.10												
bkbts-S12		S12	烏塔卡	Wutthakat	ウッターカート	うったーかーと	우따깟			Thon Buri	bkbts-S11	1.10	bkbts-S13	1.20												
bkbts-S13		S13	挽瓦	Bang Wa	バーンワー	ばーんわー	방와			Phasi Charoen	bkbts-S12	1.20														
sys			曼谷MRT	Bangkok MRT	バンコクMRT																					
route	#005DAA		藍線	Blue Line	ブルーライン																					
bkmrt-BL01		BL01	塔帕	Tha Phra	タープラ	たーぷら	타프라			Bangkok Yai			bkmrt-BL02	1.20												
bkmrt-BL02		BL02	乍蘭13	Charan 13	チャラン13	ちゃらん13	차란 13			Bangkok Yai	bkmrt-BL01	1.20	bkmrt-BL03	1.40												
bkmrt-BL03		BL03	輝猜	Fai Chai	ファイチャイ	ふぁいちゃい	파이차이			Bangkok Noi	bkmrt-BL02	1.40	bkmrt-BL04	1.50												
bkmrt-BL04		BL04	曼坤喃	Bang Khun Non	バーンクンノン	ばーんくんのん	방쿤논			Bangkok Noi	bkmrt-BL03	1.50	bkmrt-BL05	1.20												
bkmrt-BL05		BL05	曼宜坎	Bang Yi Khan	バーンイーカン	ばーんいーかん	방이칸			Bang Phlat	bkmrt-BL04	1.20	bkmrt-BL06	1.30												
bkmrt-BL06		BL06	詩琳通	Sirindhorn	シリントン	しりんとん	시린돈			Bang Phlat	bkmrt-BL05	1.30	bkmrt-BL07	1.10												
bkmrt-BL07		BL07	曼普	Bang Phlat	バーンプラット	ばーんぷらっと	방플랏			Bang Phlat	bkmrt-BL06	1.10	bkmrt-BL08	0.90												
bkmrt-BL08		BL08	曼喔	Bang O	バーンオー	ばーんおー	방오			Bang Phlat	bkmrt-BL07	0.90	bkmrt-BL09	1.10												
bkmrt-BL09		BL09	曼坡	Bang Pho	バーンポー	ばーんぽー	방포			Bang Sue	bkmrt-BL08	1.10	bkmrt-BL10	1.00												
bkmrt-BL10		BL10	挽賜	Bang Sue	バンスー	ばんすー	방수	阿皮瓦曼谷中央車站	Krung Thep Aphiwat	Bang Sue	bkmrt-BL09	1.00	bkmrt-BL11	1.20												
bkmrt-BL11		BL11	甘帕安碧	Kamphaeng Phet	カンペーンペット	かんぺーんぺっと	캄팽펫			Chatuchak	bkmrt-BL10	1.20	bkmrt-BL12	1.00												
bkmrt-BL12		BL12	乍都節公園	Chatuchak Park	チャトゥチャック公園	ちゃとぅちゃっくこうえん	짜뚜짝 공원			Chatuchak	bkmrt-BL11	1.00	bkmrt-BL13	1.10												
bkmrt-BL13		BL13	帕鳳裕庭	Phahon Yothin	パホンヨーティン	ぱほんよーてぃん	파혼요틴			Chatuchak	bkmrt-BL12	1.10	bkmrt-BL14	1.20												
bkmrt-BL14		BL14	叻拋	Lat Phrao	ラップラオ	らっぷらお	랏프라오			Chatuchak	bkmrt-BL13	1.20	bkmrt-BL15	1.10												
bkmrt-BL15		BL15	叻差拉披色	Ratchadaphisek	ラチャダーピセーク	らちゃだーぴせーく	라차다피섹			Huai Khwang	bkmrt-BL14	1.10	bkmrt-BL16	1.00												
bkmrt-BL16		BL16	素提訕	Sutthisan	スティサーン	すてぃさーん	수티산			Huai Khwang	bkmrt-BL15	1.00	bkmrt-BL17	1.20												
bkmrt-BL17		BL17	輝煌	Huai Khwang	フアイクワン	ふあいくわん	후아이쾅			Huai Khwang	bkmrt-BL16	1.20	bkmrt-BL18	1.30												
bkmrt-BL18		BL18	泰國文化中心	Thailand Cultural Centre	タイ文化センター	たいぶんかせんたー	태국 문화 센터			Huai Khwang	bkmrt-BL17	1.30	bkmrt-BL19	1.10												
bkmrt-BL19		BL19	帕藍9	Phra Ram 9	プララーム9	ぷららーむ9	프라람 9			Huai Khwang	bkmrt-BL18	1.10	bkmrt-BL20	1.00												
bkmrt-BL20		BL20	碧武里	Phetchaburi	ペッチャブリー	ぺっちゃぶりー	펫차부리			Ratchathewi	bkmrt-BL19	1.00	bkmrt-BL21	1.10												
bkmrt-BL21		BL21	素坤逸	Sukhumvit	スクンビット	すくんびっと	수쿰빗			Watthana	bkmrt-BL20	1.10	bkmrt-BL22	1.20												
bkmrt-BL22		BL22	詩麗吉王后國家會議中心	Queen Sirikit National Convention Centre	クイーン・シリキット・ナショナル・コンベンション・センター	くいーん・しりきっと・なしょなる・こんべんしょん・せんたー	퀸 시리킷 국립 컨벤션 센터			Khlong Toei	bkmrt-BL21	1.20	bkmrt-BL23	1.10												
bkmrt-BL23		BL23	孔提	Khlong Toei	クロントーイ	くろんとーい	클롱또이			Khlong Toei	bkmrt-BL22	1.10	bkmrt-BL24	1.00												
bkmrt-BL24		BL24	倫披尼	Lumphini	ルンピニー	るんぴにー	룸피니			Pathum Wan	bkmrt-BL23	1.00	bkmrt-BL25	1.10												
bkmrt-BL25		BL25	是隆	Si Lom	シーロム	しーろむ	실롬			Bang Rak	bkmrt-BL24	1.10	bkmrt-BL26	1.10												
bkmrt-BL26		BL26	三養	Sam Yan	サムヤーン	さむやーん	삼얀			Pathum Wan	bkmrt-BL25	1.10	bkmrt-BL27	1.20												
bkmrt-BL27		BL27	華喃峰	Hua Lamphong	フアランポーン	ふあらんぽーん	후아람퐁			Pathum Wan	bkmrt-BL26	1.20	bkmrt-BL28	1.20												
bkmrt-BL28		BL28	龍蓮寺	Wat Mangkon	ワットマンコン	わっとまんこん	왓망콘			Samphanthawong	bkmrt-BL27	1.20	bkmrt-BL29	1.10												
bkmrt-BL29		BL29	三峰	Sam Yot	サムヨート	さむよーと	삼욧			Phra Nakhon	bkmrt-BL28	1.10	bkmrt-BL30	1.00												
bkmrt-BL30		BL30	沙南猜	Sanam Chai	サナームチャイ	さなーむちゃい	사남차이	暹羅博物館	Museum Siam	Phra Nakhon	bkmrt-BL29	1.00	bkmrt-BL31	1.30												
bkmrt-BL31		BL31	依沙拉帕	Itsaraphap	イッサラパープ	いっさらぱーぷ	잇사라팝			Bangkok Yai	bkmrt-BL30	1.30	bkmrt-BL01	1.20												
bkmrt-BL32		BL32	曼派	Bang Phai	バーンパイ	ばーんぱい	방파이			Phasi Charoen	bkmrt-BL01	1.40	bkmrt-BL33	1.10												
bkmrt-BL33		BL33	挽哇	Bang Wa	バーンワー	ばーんわー	방와			Phasi Charoen	bkmrt-BL32	1.10	bkmrt-BL34	1.30												
bkmrt-BL34		BL34	碧甲盛48	Phetkasem 48	ペッカセーム48	ぺっかせーむ48	펫카셈 48			Phasi Charoen	bkmrt-BL33	1.30	bkmrt-BL35	1.10												
bkmrt-BL35		BL35	帕西乍倫	Phasi Charoen	パーシチャルーン	ぱーしちゃるーん	파시차룬	西康廣場	Seacon Bangkae	Phasi Charoen	bkmrt-BL34	1.10	bkmrt-BL36	1.20												
bkmrt-BL36		BL36	挽凱	Bang Khae	バーンケー	ばーんけー	방캐			Bang Khae	bkmrt-BL35	1.20	bkmrt-BL37	1.10												
bkmrt-BL37		BL37	叻松	Lak Song	ラックソーン	らっくそーん	락송			Bang Khae	bkmrt-BL36	1.10														
																										
sys			新加坡SMRT	Singapore SMRT	シンガポールSMRT																					
route	#D42E12		南北線	North South Line	南北線																					
sgmrt-NS1		NS1	裕廊東	Jurong East	ジュロン・イースト	じゅろん・いーすと	주롱 이스트			Jurong East			sgmrt-NS2	1.50												
sgmrt-NS2		NS2	武吉巴督	Bukit Batok	ブキ・バトック	ぶき・ばとっく	부킷 바톡			Bukit Batok	sgmrt-NS1	1.50	sgmrt-NS3	1.30												
sgmrt-NS3		NS3	武吉甘柏	Bukit Gombak	ブキ・ゴンバック	ぶき・ごんばっく	부킷 곰박			Bukit Batok	sgmrt-NS2	1.30	sgmrt-NS4	1.20												
sgmrt-NS4		NS4	蔡厝港	Choa Chu Kang	チョア・チュー・カン	ちょあ・ちゅー・かん	초아추캉			Choa Chu Kang	sgmrt-NS3	1.20	sgmrt-NS5	1.10												
sgmrt-NS5		NS5	油池	Yew Tee	ユー・ティー	ゆー・てぃー	유티			Choa Chu Kang	sgmrt-NS4	1.10	sgmrt-NS7	4.50												
sgmrt-NS7		NS7	卡蘭吉	Kranji	クランジ	くらんじ	크란지			Sungei Kadut	sgmrt-NS5	4.50	sgmrt-NS8	1.60												
sgmrt-NS8		NS8	馬西嶺	Marsiling	マシリン	ましりん	마실링			Woodlands	sgmrt-NS7	1.60	sgmrt-NS9	1.20												
sgmrt-NS9		NS9	兀蘭	Woodlands	ウッドランズ	うっどらんず	우들랜즈			Woodlands	sgmrt-NS8	1.20	sgmrt-NS10	1.10												
sgmrt-NS10		NS10	海軍部	Admiralty	アドミラルティ	あどみらるてぃ	애드미럴티			Woodlands	sgmrt-NS9	1.10	sgmrt-NS11	1.40												
sgmrt-NS11		NS11	三巴旺	Sembawang	センバワン	せんばわん	셈바왕			Sembawang	sgmrt-NS10	1.40	sgmrt-NS12	1.30												
sgmrt-NS12		NS12	坎貝拉	Canberra	キャンベラ	きゃんべら	캔버라			Sembawang	sgmrt-NS11	1.30	sgmrt-NS13	1.20												
sgmrt-NS13		NS13	義順	Yishun	イーシュン	いーしゅん	이슌			Yishun	sgmrt-NS12	1.20	sgmrt-NS14	1.10												
sgmrt-NS14		NS14	卡迪	Khatib	カティ	かてぃ	카티브			Yishun	sgmrt-NS13	1.10	sgmrt-NS15	4.10												
sgmrt-NS15		NS15	楊厝港	Yio Chu Kang	イオ・チュー・カン	いお・ちゅー・かん	이오추캉			Ang Mo Kio	sgmrt-NS14	4.10	sgmrt-NS16	1.20												
sgmrt-NS16		NS16	宏茂橋	Ang Mo Kio	アン・モ・キオ	あん・も・きお	앙모쿄			Ang Mo Kio	sgmrt-NS15	1.20	sgmrt-NS17	1.80												
sgmrt-NS17		NS17	碧山	Bishan	ビシャン	びしゃん	비샨			Bishan	sgmrt-NS16	1.80	sgmrt-NS18	1.10												
sgmrt-NS18		NS18	布萊德	Braddell	ブラッデル	ぶらっでる	브래델			Toa Payoh	sgmrt-NS17	1.10	sgmrt-NS19	0.90												
sgmrt-NS19		NS19	大巴窯	Toa Payoh	トア・パヨ	とあ・ぱよ	토아 파요			Toa Payoh	sgmrt-NS18	0.90	sgmrt-NS20	1.10												
sgmrt-NS20		NS20	諾維娜	Novena	ノベナ	のべな	노베나			Novena	sgmrt-NS19	1.10	sgmrt-NS21	1.30												
sgmrt-NS21		NS21	紐頓	Newton	ニュートン	にゅーとん	뉴턴			Newton	sgmrt-NS20	1.30	sgmrt-NS22	1.10												
sgmrt-NS22		NS22	烏節	Orchard	オーチャード	おーちゃーど	오차드			Orchard	sgmrt-NS21	1.10	sgmrt-NS23	1.00												
sgmrt-NS23		NS23	索美塞	Somerset	サマセット	さませっと	서머셋			Orchard	sgmrt-NS22	1.00	sgmrt-NS24	0.90												
sgmrt-NS24		NS24	多美歌	Dhoby Ghaut	ドビー・ゴート	どびー・ごーと	도비 고트			Museum	sgmrt-NS23	0.90	sgmrt-NS25	0.90												
sgmrt-NS25		NS25	政府大廈	City Hall	シティ・ホール	してぃ・ほーる	시티 홀			Downtown Core	sgmrt-NS24	0.90	sgmrt-NS26	0.70												
sgmrt-NS26		NS26	萊佛士坊	Raffles Place	ラッフルズ・プレイス	らっふるず・ぷれいす	래플스 플레이스			Downtown Core	sgmrt-NS25	0.70	sgmrt-NS27	1.10												
sgmrt-NS27		NS27	濱海灣	Marina Bay	マリーナ・ベイ	まりーな・べい	마리나 베이			Marina South	sgmrt-NS26	1.10	sgmrt-NS28	0.90												
sgmrt-NS28		NS28	濱海南碼頭	Marina South Pier	マリーナ・サウス・ピア	まりーな・さうす・ぴあ	마리나 사우스 피어			Marina South	sgmrt-NS27	0.90														
route	#009645		東西線	East West Line	東西線																					
sgmrt-EW1		EW1	巴西立	Pasir Ris	パシール・リス	ぱしーる・りす	파시르 리스			Pasir Ris			sgmrt-EW2	1.20												
sgmrt-EW2		EW2	淡濱尼	Tampines	タンピネス	たんぴねす	탐피니스			Tampines	sgmrt-EW1	1.20	sgmrt-EW3	1.10												
sgmrt-EW3		EW3	四美	Simei	シメイ	しめい	시메이			Tampines	sgmrt-EW2	1.10	sgmrt-EW4	1.30												
sgmrt-EW4		EW4	丹那美拉	Tanah Merah	タナ・メラ	たな・めら	타나 메라			Bedok	sgmrt-EW3	1.30	sgmrt-EW5	1.40												
sgmrt-EW5		EW5	勿洛	Bedok	ベドック	べどっく	베독			Bedok	sgmrt-EW4	1.40	sgmrt-EW6	1.10												
sgmrt-EW6		EW6	景萬岸	Kembangan	ケンバンガン	けんばんがん	켐방안			Bedok	sgmrt-EW5	1.10	sgmrt-EW7	1.30												
sgmrt-EW7		EW7	友諾士	Eunos	ユノス	ゆのす	유노스			Geylang	sgmrt-EW6	1.30	sgmrt-EW8	1.20												
sgmrt-EW8		EW8	巴耶利峇	Paya Lebar	パヤ・レバ	ぱや・れば	파야 레바			Geylang	sgmrt-EW7	1.20	sgmrt-EW9	0.90												
sgmrt-EW9		EW9	阿裕尼	Aljunied	アジュニード	あじゅにーど	알주니드			Geylang	sgmrt-EW8	0.90	sgmrt-EW10	1.10												
sgmrt-EW10		EW10	加冷	Kallang	カラン	からん	칼랑			Kallang	sgmrt-EW9	1.10	sgmrt-EW11	1.10												
sgmrt-EW11		EW11	勞明達	Lavender	ラベンダー	らべんだー	라벤더			Kallang	sgmrt-EW10	1.10	sgmrt-EW12	1.00												
sgmrt-EW12		EW12	武吉士	Bugis	ブギス	ぶぎす	부기스			Rochor	sgmrt-EW11	1.00	sgmrt-EW13	1.00												
sgmrt-EW13		EW13	政府大廈	City Hall	シティ・ホール	してぃ・ほーる	시티 홀			Downtown Core	sgmrt-EW12	1.00	sgmrt-EW14	0.70												
sgmrt-EW14		EW14	萊佛士坊	Raffles Place	ラッフルズ・プレイス	らっふるず・ぷれいす	래플스 플레이스			Downtown Core	sgmrt-EW13	0.70	sgmrt-EW15	1.10												
sgmrt-EW15		EW15	丹戎巴葛	Tanjong Pagar	タンジョン・パガー	たんじょん・ぱがー	탄종 파가르			Downtown Core	sgmrt-EW14	1.10	sgmrt-EW16	0.90												
sgmrt-EW16		EW16	歐南園	Outram Park	アウトラム・パーク	あうとらむ・ぱーく	아우트람 파크			Outram	sgmrt-EW15	0.90	sgmrt-EW17	1.30												
sgmrt-EW17		EW17	中峇魯	Tiong Bahru	チョン・バル	ちょん・ばる	티옹 바루			Bukit Merah	sgmrt-EW16	1.30	sgmrt-EW18	1.10												
sgmrt-EW18		EW18	紅山	Redhill	レッドヒル	れっどひる	레드힐			Bukit Merah	sgmrt-EW17	1.10	sgmrt-EW19	1.10												
sgmrt-EW19		EW19	女皇鎮	Queenstown	クイーンズタウン	くいーんずたうん	퀸스타운			Queenstown	sgmrt-EW18	1.10	sgmrt-EW20	1.00												
sgmrt-EW20		EW20	聯邦	Commonwealth	コモンウェルス	こもんうぇるす	커먼웰스			Queenstown	sgmrt-EW19	1.00	sgmrt-EW21	1.10												
sgmrt-EW21		EW21	波那維斯達	Buona Vista	ブオナ・ヴィスタ	ぶおな・びすた	부오나 비스타			Queenstown	sgmrt-EW20	1.10	sgmrt-EW22	1.20												
sgmrt-EW22		EW22	杜佛	Dover	ドーヴァー	どーゔぁー	도버			Queenstown	sgmrt-EW21	1.20	sgmrt-EW23	1.00												
sgmrt-EW23		EW23	金文泰	Clementi	クレメンティ	くれめんてぃ	클레멘티			Clementi	sgmrt-EW22	1.00	sgmrt-EW24	1.10												
sgmrt-EW24		EW24	裕廊東	Jurong East	ジュロン・イースト	じゅろん・いーすと	주롱 이스트			Jurong East	sgmrt-EW23	1.10	sgmrt-EW25	1.20												
sgmrt-EW25		EW25	裕華園	Chinese Garden	チャイニーズ・ガーデン	ちゃいにーず・がーでん	차이니즈 가든			Jurong East	sgmrt-EW24	1.20	sgmrt-EW26	1.30												
sgmrt-EW26		EW26	湖畔	Lakeside	レイクサイド	れいくさいど	레이크사이드			Jurong West	sgmrt-EW25	1.30	sgmrt-EW27	1.20												
sgmrt-EW27		EW27	文禮	Boon Lay	ブーン・レイ	ぶーん・れい	분 레이			Jurong West	sgmrt-EW26	1.20	sgmrt-EW28	1.10												
sgmrt-EW28		EW28	先驅	Pioneer	パイオニア	ぱいおにあ	파이오니어			Jurong West	sgmrt-EW27	1.10	sgmrt-EW29	1.20												
sgmrt-EW29		EW29	裕群	Joo Koon	ジョー・クーン	じょー・くーん	주 쿤			Tuas	sgmrt-EW28	1.20	sgmrt-EW30	1.30												
sgmrt-EW30		EW30	卡爾圈	Gul Circle	ガル・サークル	がる・さーくる	굴 서클			Tuas	sgmrt-EW29	1.30	sgmrt-EW31	1.10												
sgmrt-EW31		EW31	大士三月台	Tuas Crescent	トゥアス・クレセント	とぅあす・くれせんと	투아스 크레센트			Tuas	sgmrt-EW30	1.10	sgmrt-EW32	1.20												
sgmrt-EW32		EW32	大士西路	Tuas West Road	トゥアス・ウェスト・ロード	とぅあす・うぇすと・ろーど	투아스 웨스트 로드			Tuas	sgmrt-EW31	1.20	sgmrt-EW33	1.00												
sgmrt-EW33		EW33	大士連路	Tuas Link	トゥアス・リンク	とぅあす・りんく	투아스 링크			Tuas	sgmrt-EW32	1.00														
route	#FA9E0D		環線	Circle Line	環状線																					
sgmrt-CC1		CC1	多美歌	Dhoby Ghaut	ドビー・ゴート	どびー・ごーと	도비 고트			Museum			sgmrt-CC2	1.10												
sgmrt-CC2		CC2	百勝	Bras Basah	ブラス・バサ	ぶらす・ばさ	브라스 바사			Museum	sgmrt-CC1	1.10	sgmrt-CC3	0.90												
sgmrt-CC3		CC3	濱海中心	Esplanade	エスプラネード	えすぷらねーど	에스플러네이드			Downtown Core	sgmrt-CC2	0.90	sgmrt-CC4	0.80												
sgmrt-CC4		CC4	寶門廊	Promenade	プロムナード	ぷろむなーど	프로메나드			Downtown Core	sgmrt-CC3	0.80	sgmrt-CC5	1.10												
sgmrt-CC5		CC5	尼誥大道	Nicoll Highway	ニコル・ハイウェイ	にこる・はいうぇい	니콜 하이웨이			Kallang	sgmrt-CC4	1.10	sgmrt-CC6	0.90												
sgmrt-CC6		CC6	體育場	Stadium	スタジアム	すたじあむ	스테이디엄			Kallang	sgmrt-CC5	0.90	sgmrt-CC7	1.00												
sgmrt-CC7		CC7	蒙巴登	Mountbatten	マウントバッテン	まうんとばってん	마운트배튼			Kallang	sgmrt-CC6	1.00	sgmrt-CC8	1.00												
sgmrt-CC8		CC8	達科達	Dakota	ダコタ	だこた	다코타			Geylang	sgmrt-CC7	1.00	sgmrt-CC9	1.10												
sgmrt-CC9		CC9	巴耶利峇	Paya Lebar	パヤ・レバ	ぱや・れば	파야 레바			Geylang	sgmrt-CC8	1.10	sgmrt-CC10	1.20												
sgmrt-CC10		CC10	麥波申	MacPherson	マクファーソン	まくふぁーそん	맥퍼슨			Geylang	sgmrt-CC9	1.20	sgmrt-CC11	1.10												
sgmrt-CC11		CC11	大成	Tai Seng	タイ・セン	たい・せん	타이 셍			Toa Payoh	sgmrt-CC10	1.10	sgmrt-CC12	1.40												
sgmrt-CC12		CC12	巴特禮	Bartley	バートレイ	ばーとれい	바틀리			Serangoon	sgmrt-CC11	1.40	sgmrt-CC13	1.20												
sgmrt-CC13		CC13	實龍崗	Serangoon	セラグーン	せらぐーん	세랑군			Serangoon	sgmrt-CC12	1.20	sgmrt-CC14	1.10												
sgmrt-CC14		CC14	羅弄泉	Lorong Chuan	ロロン・チュアン	ろろん・ちゅあん	로롱 촨			Serangoon	sgmrt-CC13	1.10	sgmrt-CC15	1.20												
sgmrt-CC15		CC15	碧山	Bishan	ビシャン	びしゃん	비샨			Bishan	sgmrt-CC14	1.20	sgmrt-CC16	1.40												
sgmrt-CC16		CC16	瑪麗蒙	Marymount	マリーマウント	まりーまうんと	메리마운트			Bishan	sgmrt-CC15	1.40	sgmrt-CC17	1.30												
sgmrt-CC17		CC17	加利谷	Caldecott	カルデコット	かるでこっと	칼데콧			Toa Payoh	sgmrt-CC16	1.30	sgmrt-CC19	1.50												
sgmrt-CC19		CC19	植物園	Botanic Gardens	ボタニック・ガーデン	ぼたにっく・がーでん	보타닉 가든			Tanglin	sgmrt-CC17	1.50	sgmrt-CC20	1.10												
sgmrt-CC20		CC20	花拉路	Farrer Road	ファラー・ロード	ふぁらー・ろーど	파러 로드			Tanglin	sgmrt-CC19	1.10	sgmrt-CC21	1.20												
sgmrt-CC21		CC21	荷蘭村	Holland Village	ホーランド・ヴィレッジ	ほーらんど・ゔぃれっじ	홀랜드 빌리지			Bukit Timah	sgmrt-CC20	1.20	sgmrt-CC22	1.10												
sgmrt-CC22		CC22	波那維斯達	Buona Vista	ブオナ・ヴィスタ	ぶおな・びすた	부오나 비스타			Queenstown	sgmrt-CC21	1.10	sgmrt-CC23	1.00												
sgmrt-CC23		CC23	一緯路	one-north	ワン・ノース	わん・のーす	원노스			Queenstown	sgmrt-CC22	1.00	sgmrt-CC24	1.10												
sgmrt-CC24		CC24	肯特崗	Kent Ridge	ケント・リッジ	けんと・りっじ	켄트 리지			Queenstown	sgmrt-CC23	1.10	sgmrt-CC25	1.20												
sgmrt-CC25		CC25	虎豹別墅	Haw Par Villa	ハウパーヴィラ	はうぱーゔぃら	하우 파 빌라			Queenstown	sgmrt-CC24	1.20	sgmrt-CC26	1.10												
sgmrt-CC26		CC26	巴西班讓	Pasir Panjang	パシール・パンジャン	ぱしーる・ぱんじゃん	파시르 판장			Queenstown	sgmrt-CC25	1.10	sgmrt-CC27	1.30												
sgmrt-CC27		CC27	拉柏多公園	Labrador Park	ラブラドール・パーク	らぶらどーる・ぱーく	래브라도 공원			Bukit Merah	sgmrt-CC26	1.30	sgmrt-CC28	1.10												
sgmrt-CC28		CC28	直落布蘭雅	Telok Blangah	テロック・ブランガ	てろっく・ぶらんが	텔록 블랑가			Bukit Merah	sgmrt-CC27	1.10	sgmrt-CC29	1.10												
sgmrt-CC29		CC29	港灣	HarbourFront	ハーバーフロント	はーばーふろんと	하버프런트			Bukit Merah	sgmrt-CC28	1.10														
route	#9D5B25		湯申東海岸線	Thomson-East Coast Line	トムソン・イーストコート線																					
sgmrt-TE1		TE1	兀蘭北	Woodlands North	ウッドランズ・ノース	うっどらんず・のーす	우들랜즈 노스			Woodlands			sgmrt-TE2	1.30												
sgmrt-TE2		TE2	兀蘭	Woodlands	ウッドランズ	うっどらんず	우들랜즈			Woodlands	sgmrt-TE1	1.30	sgmrt-TE3	1.20												
sgmrt-TE3		TE3	兀蘭南	Woodlands South	ウッドランズ・サウス	うっどらんず・さうす	우들랜즈 사우스			Woodlands	sgmrt-TE2	1.20	sgmrt-TE4	4.10												
sgmrt-TE4		TE4	春葉	Springleaf	スプリングリーフ	すぷりんぐりーふ	스프링리프			Yishun	sgmrt-TE3	4.10	sgmrt-TE5	3.20												
sgmrt-TE5		TE5	蘭多	Lentor	レントール	れんとーる	렌토르			Ang Mo Kio	sgmrt-TE4	3.20	sgmrt-TE6	1.20												
sgmrt-TE6		TE6	美華	Mayflower	メイフラワー	めいふらわー	메이플라워			Ang Mo Kio	sgmrt-TE5	1.20	sgmrt-TE7	1.30												
sgmrt-TE7		TE7	光明山	Bright Hill	ブライト・ヒル	ぶらいと・ひる	브라이트 힐			Bishan	sgmrt-TE6	1.30	sgmrt-TE8	1.50												
sgmrt-TE8		TE8	湯申上段	Upper Thomson	アッパー・トムソン	あっぱー・とむそん	어퍼 톰슨			Bishan	sgmrt-TE7	1.50	sgmrt-TE9	1.70												
sgmrt-TE9		TE9	加利谷	Caldecott	カルデコット	かるでこっと	칼데콧			Toa Payoh	sgmrt-TE8	1.70	sgmrt-TE11	1.40												
sgmrt-TE11		TE11	史蒂芬	Stevens	スティーブンス	すてぃーぶんす	스티븐스			Tanglin	sgmrt-TE9	1.40	sgmrt-TE12	1.20												
sgmrt-TE12		TE12	納比雅	Napier	ナピア	なぴあ	네이피어			Tanglin	sgmrt-TE11	1.20	sgmrt-TE13	1.00												
sgmrt-TE13		TE13	烏節林蔭道	Orchard Boulevard	オーチャード・ブールバード	おーちゃーど・ぶーるばーど	오차드 불러바드			Orchard	sgmrt-TE12	1.00	sgmrt-TE14	0.90												
sgmrt-TE14		TE14	烏節	Orchard	オーチャード	おーちゃーど	오차드			Orchard	sgmrt-TE13	0.90	sgmrt-TE15	1.10												
sgmrt-TE15		TE15	大世界	Great World	グレート・ワールド	ぐれーと・わーるど	그레이트 월드			River Valley	sgmrt-TE14	1.10	sgmrt-TE16	1.10												
sgmrt-TE16		TE16	合樂	Havelock	ハブロック	はぶろっく	해블록			Bukit Merah	sgmrt-TE15	1.10	sgmrt-TE17	1.00												
sgmrt-TE17		TE17	歐南園	Outram Park	アウトラム・パーク	あうとらむ・ぱーく	아우트람 파크			Outram	sgmrt-TE16	1.00	sgmrt-TE18	1.20												
sgmrt-TE18		TE18	麥士威	Maxwell	マックスウェル	まっくすうぇる	맥스웰			Downtown Core	sgmrt-TE17	1.20	sgmrt-TE19	0.80												
sgmrt-TE19		TE19	珊頓道	Shenton Way	シェントン・ウェイ	しぇんとん・うぇい	셴톤 웨이			Downtown Core	sgmrt-TE18	0.80	sgmrt-TE20	0.90												
sgmrt-TE20		TE20	濱海灣	Marina Bay	マリーナ・ベイ	まりーな・べい	마리나 베이			Downtown Core	sgmrt-TE19	0.90	sgmrt-TE22	1.50												
sgmrt-TE22		TE22	濱海灣花園	Gardens by the Bay	ガーデンズ・バイ・ザ・ベイ	がーでんず・ばい・ざ・べい	가든스 바이 더 베이			Marina South	sgmrt-TE20	1.50	sgmrt-TE23	2.40												
sgmrt-TE23		TE23	丹戎禺	Tanjong Rhu	タンジョン・ルー	たんじょん・るー	탄종 루			Kallang	sgmrt-TE22	2.40	sgmrt-TE24	1.10												
sgmrt-TE24		TE24	加東公園	Katong Park	カトン・パーク	かとん・ぱーく	카통 파크			Marine Parade	sgmrt-TE23	1.10	sgmrt-TE25	1.20												
sgmrt-TE25		TE25	丹戎加東	Tanjong Katong	タンジョン・カトン	たんじょん・かとん	탄종 카통			Marine Parade	sgmrt-TE24	1.20	sgmrt-TE26	1.10												
sgmrt-TE26		TE26	馬林百列	Marine Parade	マリン・パレード	まりん・ぱれーど	마린 퍼레이드			Marine Parade	sgmrt-TE25	1.10	sgmrt-TE27	1.40												
sgmrt-TE27		TE27	馬林台	Marine Terrace	マリン・テラス	まりん・てらす	마린 테라스			Marine Parade	sgmrt-TE26	1.40	sgmrt-TE28	1.20												
sgmrt-TE28		TE28	實乞納	Siglap	シグラップ	しぐらっぷ	시글랩			Marine Parade	sgmrt-TE27	1.20	sgmrt-TE29	1.30												
sgmrt-TE29		TE29	碧灣	Bayshore	ベイショア	べいしょあ	베이쇼어			Bedok	sgmrt-TE28	1.30	sgmrt-TE30	1.50												
sgmrt-TE30		TE30	勿洛南	Bedok South	ベドック・サウス	べどっく・さうす	베독 사우스			Bedok	sgmrt-TE29	1.50	sgmrt-TE31	1.20												
sgmrt-TE31		TE31	雙溪路	Sungei Bedok	スンゲイ・ベドック	すんげい・べどっく	スンゲイ 베독			Bedok	sgmrt-TE30	1.20														
																										
sys			新加坡SBS	Singapore SBS	シンガポールSBS																					
route	#9900AA		東北線	North East Line	東北線																					
sgmrt-NE1		NE1	港灣	HarbourFront	ハーバーフロント	はーばーふろんと	하버프런트			Bukit Merah			sgmrt-NE3	1.20												
sgmrt-NE3		NE3	歐南園	Outram Park	アウトラム・パーク	あうとらむ・ぱーく	아우트람 파크			Outram	sgmrt-NE1	1.20	sgmrt-NE4	1.10												
