id	color	no	cname	ename	jname	kana	kname	s_cname	s_ename	area	p_id	p_dis	n_id	n_dis												
tkm-C03		C03	明治神宮前	Meiji-jingūmae	明治神宮前	めいじじんぐうまえ	메이지진구마에	原宿	Harajuku	東京都渋谷区	tkm-C02	1.00	tkm-C04	0.9												
tkm-C04		C04	表參道	Omotesandō	表参道	おもてさんどう	오모테산도			東京都港区	tkm-C03	0.90	tkm-C05	1.4												
tkm-C05		C05	乃木坂	Nogizaka	乃木坂	のぎざか	노기자카			東京都港区	tkm-C04	1.40	tkm-C06	1.1												
tkm-C06		C06	赤坂	Akasaka	赤坂	あかさか	아카사카			東京都港区	tkm-C05	1.10	tkm-C07	0.8												
tkm-C07		C07	國會議事堂前	Kokkai-gijidōmae	国会議事堂前	こっかいぎじどうまえ	고카이기지도마에			東京都千代田区	tkm-C06	0.80	tkm-C08	0.8												
tkm-C08		C08	霞之關	Kasumigaseki	霞ケ関	かすみがせき	가스미가세키			東京都千代田区	tkm-C07	0.80	tkm-C09	0.8												
tkm-C09		C09	日比谷	Hibiya	日比谷	ひびや	히비야			東京都千代田区	tkm-C08	0.80	tkm-C10	0.7												
tkm-C10		C10	二重橋前	Nijūbashimae	二重橋前	にじゅうばしまえ	니쥬바시마에	丸の内	Marunouchi	東京都千代田区	tkm-C09	0.70	tkm-C11	0.7												
tkm-C11		C11	大手町	Ōtemachi	大手町	おおてまち	오테마치			東京都千代田区	tkm-C10	0.70	tkm-C12	1.3												
tkm-C12		C12	新御茶之水	Shin-ochanomizu	新御茶ノ水	しんおちゃのみず	신오차노미즈			東京都千代田区	tkm-C11	1.30	tkm-C13	1.2												
tkm-C13		C13	湯島	Yushima	湯島	ゆしま	유시마			東京都文京区	tkm-C12	1.30	tkm-C14	1.2												
tkm-C14		C14	根津	Nezu	根津	ねづ	네즈			東京都文京区	tkm-C13	1.20	tkm-C15	1												
tkm-C15		C15	千駄木	Sendagi	千駄木	せんだぎ	센다기			東京都文京区	tkm-C14	1.00	tkm-C16	0.9												
tkm-C16		C16	西日暮里	Nishi-nippori	西日暮里	にしにっぽり	니시니포리			東京都荒川区	tkm-C15	0.90	tkm-C17	0.9												
tkm-C17		C17	町屋	Machiya	町屋	まちや	마치야			東京都荒川区	tkm-C16	0.90	tkm-C18	1.7												
tkm-C18		C18	北千住	Kita-senju	北千住	きたせんじゅ	기타센주			東京都足立区	tkm-C17	1.70	tkm-C19	2.6												
tkm-C19		C19	綾瀨	Ayase	綾瀬	あやせ	아야세			東京都足立区	tkm-C18	2.60	tkm-C20	2.1												
tkm-C20		C20	北綾瀨	Kita-ayase	北綾瀬	きたあやせ	기타아야세			東京都足立区	tkm-C19	2.10														
route	#C1A470		有樂町線	Yūrakuchō Line	有楽町線																					
tkm-Y01		Y01	和光市	Wakōshi	和光市	わこうし	와코시			埼玉県和光市			tkm-Y02	2.2												
tkm-Y02		Y02	地下鐵成增	Chikatetsu-narimasu	地下鉄成増	ちかてつなります	지카테쓰나리마스			東京都板橋区	tkm-Y01	2.20	tkm-Y03	1.4												
tkm-Y03		Y03	地下鐵赤塚	Chikatetsu-akatsuka	地下鉄赤塚	ちかてつあかつか	지카테쓰아카쓰카			東京都板橋区	tkm-Y02	1.40	tkm-Y04	1.1												
tkm-Y04		Y04	平和台	Heiwadai	平和台	へいわだい	헤이와다이			東京都練馬区	tkm-Y03	1.10	tkm-Y05	1.4												
tkm-Y05		Y05	冰川台	Hikawadai	氷川台	ひかわだい	히카와다이			東京都練馬区	tkm-Y04	1.40	tkm-Y06	1.5												
tkm-Y06		Y06	小竹向原	Kotake-mukaihara	小竹向原	こたけむかいら	고타케무카이하라			東京都練馬区	tkm-Y05	1.50	tkm-Y07	1												
tkm-Y07		Y07	千川	Senkawa	千川	せんかわ	센카와			東京都豊島区	tkm-Y06	1.00	tkm-Y08	1												
tkm-Y08		Y08	要町	Kanamechō	要町	かなめちょう	가나메초			東京都豊島区	tkm-Y07	1.00	tkm-Y09	1.2												
tkm-Y09		Y09	池袋	Ikebukuro	池袋	いけばくろ	이케부쿠로			東京都豊島区	tkm-Y08	1.20	tkm-Y10	0.7												
tkm-Y10		Y10	東池袋	Higashi-ikebukuro	東池袋	ひがしいけばくろ	히가시이케부쿠로			東京都豊島区	tkm-Y09	0.70	tkm-Y11	1.1												
tkm-Y11		Y11	護國寺	Gokokuji	護国寺	ごこくじ	고코쿠지			東京都文京区	tkm-Y10	0.70	tkm-Y12	1.3												
tkm-Y12		Y12	江戶川橋	Edogawabashi	江戸川橋	えどがわばし	에도가와바시			東京都文京区	tkm-Y11	1.30	tkm-Y13	1.6												
tkm-Y13		Y13	飯田橋	Iidabashi	飯田橋	いいだばし	이이다바시			東京都新宿区	tkm-Y12	1.60	tkm-Y14	1.1												
tkm-Y14		Y14	市ケ谷	Ichigaya	市ケ谷	いちがや	이치가야			東京都新宿区	tkm-Y13	1.10	tkm-Y15	0.9												
tkm-Y15		Y15	麴町	Kōjimachi	麹町	こうじまち	고지마치			東京都千代田区	tkm-Y14	0.90	tkm-Y16	0.9												
tkm-Y16		Y16	永田町	Nagatachō	永田町	ながたちょう	나가타초			東京都千代田区	tkm-Y15	0.90	tkm-Y17	0.9												
tkm-Y17		Y17	櫻田門	Sakuradamon	桜田門	さくらだもん	사쿠라다몬			東京都千代田区	tkm-Y16	0.90	tkm-Y18	1												
tkm-Y18		Y18	有樂町	Yūrakuchō	有楽町	ゆうらくちょう	유라쿠초			東京都千代田区	tkm-Y17	1.00	tkm-Y19	1.1												
tkm-Y19		Y19	銀座一丁目	Ginza-itchōme	銀座一丁目	ぎんざいっちょうめ	긴자이치초메			東京都中央区	tkm-Y18	1.10	tkm-Y20	0.7												
tkm-Y20		Y20	新富町	Shintomichō	新富町	しんとみちょう	신토미초			東京都中央区	tkm-Y19	0.70	tkm-Y21	1.3												
tkm-Y21		Y21	月島	Tsukishima	月島	つきしま	쓰키시마			東京都中央区	tkm-Y20	1.30	tkm-Y22	1.4												
tkm-Y22		Y22	豐洲	Toyosu	豊洲	とよす	도요스			東京都江東区	tkm-Y21	1.40	tkm-Y23	1.7												
tkm-Y23		Y23	辰巳	Tatsumi	辰巳	たつみ	다쓰미			東京都江東区	tkm-Y22	1.70	tkm-Y24	1.5												
tkm-Y24		Y24	新木場	Shin-kiba	新木場	しんきば	신기바			東京都江東区	tkm-Y23	1.50														
route	#8F76D6		半藏門線	Hanzōmon Line	半蔵門線																					
tkm-Z01		Z01	澀谷	Shibuya	渋谷	しぶや	시부야			東京都渋谷区			tkm-Z02	1.3												
tkm-Z02		Z02	表參道	Omotesandō	表参道	おもてさんどう	오모테산도			東京都港区	tkm-Z01	1.30	tkm-Z03	1.4												
tkm-Z03		Z03	青山一丁目	Aoyama-itchōme	青山一丁目	あおやまいっちょうめ	아오야마이치초메			東京都港区	tkm-Z02	1.40	tkm-Z04	1.3												
tkm-Z04		Z04	永田町	Nagatachō	永田町	ながたちょう	나가타초			東京都千代田区	tkm-Z03	1.30	tkm-Z05	1.4												
tkm-Z05		Z05	半藏門	Hanzōmon	半蔵門	はんぞうもん	한조몬			東京都千代田区	tkm-Z04	1.40	tkm-Z06	1												
tkm-Z06		Z06	九段下	Kudanshita	九段下	くだんした	구단시타			東京都千代田区	tkm-Z05	1.00	tkm-Z07	0.4												
tkm-Z07		Z07	神保町	Jimbōchō	神保町	じんぼうちょう	진보초			東京都千代田区	tkm-Z06	0.40	tkm-Z08	1.7												
tkm-Z08		Z08	大手町	Ōtemachi	大手町	おおてまち	오테마치			東京都千代田区	tkm-Z07	1.70	tkm-Z09	0.7												
tkm-Z09		Z09	三越前	Mitsukoshimae	三越前	みつこしまえ	미쓰코시마에			東京都中央区	tkm-Z08	0.70	tkm-Z10	0.7												
tkm-Z10		Z10	水天宮前	Suitengūmae	水天宮前	すいてんぐうまえ	스이텐구마에			東京都中央区	tkm-Z09	0.70	tkm-Z11	1.3												
tkm-Z11		Z11	清澄白河	Kiyosumi-shirakawa	清澄白河	きよすみしらかわ	기요스미시라카와			東京都江東区	tkm-Z10	1.30	tkm-Z12	1.2												
tkm-Z12		Z12	住吉	Sumiyoshi	住吉	すみよし	스미요시			東京都江東区	tkm-Z11	1.20	tkm-Z13	1												
tkm-Z13		Z13	錦絲町	Kinshichō	錦糸町	きんしちょう	긴시초			東京都墨田区	tkm-Z12	1.00	tkm-Z14	1.4												
tkm-Z14		Z14	押上	Oshiage	押上	おしあげ	오시아게	スカイツリー前	SKYTREE mae	東京都墨田区	tkm-Z13	1.40														
route	#00AC9B		南北線	Namboku Line	南北線																					
tkm-N01		N01	目黑	Meguro	目黒	めぐろ	메구로			東京都品川区			tkm-N02	1.3												
tkm-N02		N02	白金台	Shirokanedai	白金台	しろかねだい	시로카네다이			東京都港区	tkm-N01	1.30	tkm-N03	1												
tkm-N03		N03	白金高輪	Shirokane-takanawa	白金高輪	しろかねたかなわ	시로카네타카나와			東京都港区	tkm-N02	1.00	tkm-N04	1.3												
tkm-N04		N04	麻布十番	Azabu-jūban	麻布十番	あざぶじゅうばん	아자부주반			東京都港区	tkm-N03	1.30	tkm-N05	0.6												
tkm-N05		N05	六本木一丁目	Roppongi-itchōme	六本木一丁目	ろっぽんぎいっちょうめ	롯폰기이치초메			東京都港区	tkm-N04	0.60	tkm-N06	1.2												
tkm-N06		N06	溜池山王	Tameike-sannō	溜池山王	ためいけさんのう	다메이케산노			東京都千代田区	tkm-N05	1.20	tkm-N07	0.9												
tkm-N07		N07	永田町	Nagatachō	永田町	ながたちょう	나가타초			東京都千代田区	tkm-N06	0.90	tkm-N08	1.3												
tkm-N08		N08	四谷	Yotsuya	四ツ谷	よつや	요쓰야			東京都新宿区	tkm-N07	1.30	tkm-N09	1												
tkm-N09		N09	市之谷	Ichigaya	市ケ谷	いちがや	이치가야			東京都新宿区	tkm-N08	1.00	tkm-N10	1.1												
tkm-N10		N10	飯田橋	Iidabashi	飯田橋	いいだばし	이이다바시			東京都新宿区	tkm-N09	1.10	tkm-N11	0.5												
tkm-N11		N11	後樂園	Kōrakuen	後楽園	こうらくえん	고라쿠엔			東京都文京区	tkm-N10	0.50	tkm-N12	1.3												
tkm-N12		N12	東大前	Tōdaimae	東大前	とうだいまえ	도다이마에			東京都文京区	tkm-N11	1.30	tkm-N13	1.1												
tkm-N13		N13	本駒込	Hon-komagome	本駒込	ほんこまごめ	혼코마고메			東京都文京区	tkm-N12	1.10	tkm-N14	0.7												
tkm-N14		N14	駒込	Komagome	駒込	こまごめ	고마고메			東京都豊島区	tkm-N13	0.70	tkm-N15	1.4												
tkm-N15		N15	西之原	Nishigahara	西ヶ原	にしがはら	니시가하라			東京都北区	tkm-N14	1.40	tkm-N16	1												
tkm-N16		N16	王子	Ōji	王子	おうじ	오우지			東京都北区	tkm-N15	1.00	tkm-N17	1.2												
tkm-N17		N17	王子神谷	Ōji-kamiya	王子神谷	おうじかみや	오우지가미야			東京都北区	tkm-N16	1.20	tkm-N18	1.6												
tkm-N18		N18	志茂	Shimo	志茂	しも	시모			東京都北区	tkm-N17	1.60	tkm-N19	1.1												
tkm-N19		N19	赤羽岩淵	Akabane-iwabuchi	赤羽岩淵	あかばねいわぶち	아카바네이와부치			東京都北区	tkm-N18	1.10														
route	#9C5E31		副都心線	Fukutosin Line	副都心線																					
tkm-F01		F01	和光市	Wakōshi	和光市	わこうし	와코시			埼玉県和光市			tkm-F02	2.2												
tkm-F02		F02	地下鐵成增	Chikatetsu-narimasu	地下鉄成増	ちかてつなります	지카테쓰나리마스			東京都板橋区	tkm-F01	2.20	tkm-F03	1.4												
tkm-F03		F03	地下鐵赤塚	Chikatetsu-akatsuka	地下鉄赤塚	ちかてつあかつか	지카테쓰아카쓰카			東京都板橋区	tkm-F02	1.40	tkm-F04	1.1												
tkm-F04		F04	平和台	Heiwadai	平和台	へいわだい	헤이와다이			東京都練馬区	tkm-F03	1.10	tkm-F05	1.4												
tkm-F05		F05	冰川台	Hikawadai	氷川台	ひかわだい	히카와다이			東京都練馬区	tkm-F04	1.40	tkm-F06	1.5												
tkm-F06		F06	小竹向原	Kotake-mukaihara	小竹向原	こたけむかいら	고타케무카이하라			東京都練馬区	tkm-F05	1.50	tkm-F07	1												
tkm-F07		F07	千川	Senkawa	千川	せんかわ	센카와			東京都豊島区	tkm-F06	1.00	tkm-F08	1												
tkm-F08		F08	要町	Kanamechō	要町	かなめちょう	가나메초			東京都豊島区	tkm-F07	1.00	tkm-F09	1.2												
tkm-F09		F09	池袋	Ikebukuro	池袋	いけばくろ	이케부쿠로			東京都豊島区	tkm-F08	1.20	tkm-F10	0.9												
tkm-F10		F10	雜司谷	Zōshigaya	雑司が谷	ぞうしがや	조시가야			東京都豊島区	tkm-F09	1.20	tkm-F11	1.5												
tkm-F11		F11	西早稻田	Nishi-waseda	西早稲田	にしわせだ	니시와세다			東京都新宿区	tkm-F10	1.50	tkm-F12	0.9												
tkm-F12		F12	東新宿	Higashi-shinjuku	東新宿	ひがししんじゅく	히가시신주쿠			東京都新宿区	tkm-F11	0.90	tkm-F13	1.1												
tkm-F13		F13	新宿三丁目	Shinjuku-sanchōme	新宿三丁目	しんじゅくさんちょうめ	신주쿠산초메			東京都新宿区	tkm-F12	1.10	tkm-F14	1.4												
tkm-F14		F14	北參道	Kita-sandō	北参道	きたさんどう	기타산도			東京都渋谷区	tkm-F13	1.40	tkm-F15	1.2												
tkm-F15		F15	明治神宮前	Meiji-jingūmae	明治神宮前	めいじじんぐうまえ	메이지진구마에	原宿	Harajuku	東京都渋谷区	tkm-F14	1.20	tkm-F16	1.5												
tkm-F16		F16	澀谷	Shibuya	渋谷	しぶや	시부야			東京都渋谷区	tkm-F15	1.50														
sys			都營地下鐵	Toei Subway	都営地下鉄																					
route	#E85298		淺草線	Asakusa Line	浅草線																					
toei-A01		A01	西馬込	Nishi-magome	西馬込	にしまごめ	니시마고메			東京都大田区			toei-A02	1.20												
toei-A02		A02	馬込	Magome	馬込	まごめ	마고메			東京都大田区	toei-A01	1.20	toei-A03	1.10												
toei-A03		A03	中延	Nakanobu	中延	なかのぶ	나카노부			東京都品川区	toei-A02	1.10	toei-A04	1.10												
toei-A04		A04	戶越	Togoshi	戸越	とごし	도고시			東京都品川区	toei-A03	1.10	toei-A05	1.60												
toei-A05		A05	五反田	Gotanda	五反田	ごたんだ	고탄다			東京都品川区	toei-A04	1.60	toei-A06	0.70												
toei-A06		A06	高輪台	Takanawadai	高輪台	たかなわだい	타카나와다이			東京都港区	toei-A05	0.70	toei-A07	1.20												
toei-A07		A07	泉岳寺	Sengakuji	泉岳寺	せんがくじ	센가쿠지			東京都港区	toei-A06	1.20	toei-A08	1.10												
toei-A08		A08	三田	Mita	三田	みた	미타			東京都港区	toei-A07	1.10	toei-A09	0.60												
toei-A09		A09	大門	Daimon	大門	だいもん	다이몬			東京都港区	toei-A08	0.60	toei-A10	1.00												
toei-A10		A10	新橋	Shimbashi	新橋	しんばし	신바시			東京都港区	toei-A09	1.00	toei-A11	1.10												
toei-A11		A11	東銀座	Higashi-ginza	東銀座	ひがしぎんざ	히가시긴자			東京都中央区	toei-A10	1.10	toei-A12	0.60												
toei-A12		A12	寶町	Takarachō	宝町	たからちょう	다카라초			東京都中央区	toei-A11	0.60	toei-A13	0.80												
toei-A13		A13	日本橋	Nihombashi	日本橋	にほんばし	니혼바시			東京都中央区	toei-A12	0.80	toei-A14	0.80												
toei-A14		A14	人形町	Ningyōchō	人形町	にんぎょうちょう	닝교초			東京都中央区	toei-A13	0.80	toei-A15	0.70												
toei-A15		A15	東日本橋	Higashi-nihombashi	東日本橋	ひがしにほんばし	히가시니혼바시			東京都中央区	toei-A14	0.70	toei-A16	0.70												
toei-A16		A16	淺草橋	Asakusabashi	浅草橋	あさくさばし	아사쿠사바시			東京都台東区	toei-A15	0.70	toei-A17	0.70												
toei-A17		A17	藏前	Kuramae	蔵前	くらまえ	쿠라마에			東京都台東区	toei-A16	0.70	toei-A18	1.20												
toei-A18		A18	淺草	Asakusa	浅草	あさくさ	아사쿠사			東京都台東区	toei-A17	1.20	toei-A19	0.70												
toei-A19		A19	本所吾妻橋	Honjō-azumabashi	本所吾妻橋	ほんじょあづまばし	혼조아즈마바시			東京都墨田区	toei-A18	0.70	toei-A20	0.80												
toei-A20		A20	押上	Oshiage	押上	おしあげ	오시아게	スカイツリー前	SKYTREE mae	東京都墨田区	toei-A19	0.80														
route	#0067B0		三田線	Mita Line	三田線																					
toei-I01		I01	目黑	Meguro	目黒	めぐろ	메구로			東京都品川区			toei-I02	1.30												
toei-I02		I02	白金台	Shirokanedai	白金台	しろかねだい	시로카네다이			東京都港区	toei-I01	1.30	toei-I03	1.00												
toei-I03		I03	白金高輪	Shirokane-takanawa	白金高輪	しろかねたかなわ	시로카네타카나와			東京都港区	toei-I02	1.00	toei-I04	1.30												
toei-I04		I04	三田	Mita	三田	みた	미타			東京都港区	toei-I03	1.30	toei-I05	0.60												
toei-I05		I05	芝公園	Shibakōen	芝公園	しばこうえん	시바코엔			東京都港区	toei-I04	0.60	toei-I06	0.70												
toei-I06		I06	御成門	Onarimon	御成門	おなりもん	오나리몬			東京都港区	toei-I05	0.70	toei-I07	1.10												
toei-I07		I07	內幸町	Uchisaiwaichō	内幸町	うちさいわいちょう	우치사이와이초			東京都千代田区	toei-I06	1.10	toei-I08	0.90												
toei-I08		I08	日比谷	Hibiya	日比谷	ひびや	히비야			東京都千代田区	toei-I07	0.90	toei-I09	0.90												
toei-I09		I09	大手町	Ōtemachi	大手町	おおてまち	오테마치			東京都千代田区	toei-I08	0.90	toei-I10	1.20												
toei-I10		I10	神保町	Jimbōchō	神保町	じんぼうちょう	진보초			東京都千代田区	toei-I09	1.20	toei-I11	1.00												
toei-I11		I11	水道橋	Suidōbashi	水道橋	すいどうばし	스이도바시			東京都文京区	toei-I10	1.00	toei-I12	0.70												
toei-I12		I12	春日	Kasuga	春日	かすが	카스가	文京シビックセンター前	Bunkyo Civic Center mae	東京都文京区	toei-I11	0.70	toei-I13	1.00												
toei-I13		I13	白山	Hakusan	白山	はくさん	하쿠산			東京都文京区	toei-I12	1.00	toei-I14	1.00												
toei-I14		I14	千石	Sengoku	千石	せんごく	센고쿠			東京都文京区	toei-I13	1.00	toei-I15	0.90												
toei-I15		I15	巢鴨	Sugamo	巣鴨	すがも	스가모			東京都豊島区	toei-I14	0.90	toei-I16	1.20												
toei-I16		I16	西巢鴨	Nishi-sugamo	西巣鴨	にしすがも	니시스가모			東京都豊島区	toei-I15	1.20	toei-I17	1.00												
toei-I17		I17	新板橋	Shin-itabashi	新板橋	しんいたばし	신이타바시			東京都板橋区	toei-I16	1.00	toei-I18	1.00												
toei-I18		I18	板橋區役所前	Itabashi-kuyakushomae	板橋区役所前	いたばしくやくしょまえ	이타바시구야쿠쇼마에			東京都板橋区	toei-I17	1.00	toei-I19	1.20												
